GAME_ID,GAME_DATE,SEASON_ID
1521900054,2019-07-10,2019-20
1521900051,2019-07-10,2019-20
1521900050,2019-07-10,2019-20
1521900058,2019-07-10,2019-20
1521900056,2019-07-10,2019-20
1521900053,2019-07-10,2019-20
1521900057,2019-07-10,2019-20
1521900052,2019-07-10,2019-20
1521900049,2019-07-10,2019-20
1521900055,2019-07-10,2019-20
1521900060,2019-07-11,2019-20
1521900064,2019-07-11,2019-20
1521900062,2019-07-11,2019-20
1521900063,2019-07-11,2019-20
1521900059,2019-07-11,2019-20
1521900061,2019-07-11,2019-20
1521900072,2019-07-12,2019-20
1521900069,2019-07-12,2019-20
1521900066,2019-07-12,2019-20
1521900070,2019-07-12,2019-20
1521900071,2019-07-12,2019-20
1521900065,2019-07-12,2019-20
1521900068,2019-07-12,2019-20
1521900067,2019-07-12,2019-20
1521900074,2019-07-13,2019-20
1521900076,2019-07-13,2019-20
1521900077,2019-07-13,2019-20
1521900080,2019-07-13,2019-20
1521900079,2019-07-13,2019-20
1521900078,2019-07-13,2019-20
1521900075,2019-07-13,2019-20
1521900073,2019-07-13,2019-20
1521900081,2019-07-14,2019-20
1521900082,2019-07-14,2019-20
1521900083,2019-07-15,2019-20
1522100001,2021-08-08,2021-22
1522100004,2021-08-08,2021-22
1522100007,2021-08-08,2021-22
1522100008,2021-08-08,2021-22
1522100002,2021-08-08,2021-22
1522100003,2021-08-08,2021-22
1522100006,2021-08-08,2021-22
1522100009,2021-08-09,2021-22
1522100010,2021-08-09,2021-22
1522100014,2021-08-09,2021-22
1522100015,2021-08-09,2021-22
1522100013,2021-08-09,2021-22
1522100011,2021-08-09,2021-22
1522100076,2021-08-09,2021-22
1522100016,2021-08-09,2021-22
1522100012,2021-08-09,2021-22
1522100017,2021-08-10,2021-22
1522100018,2021-08-10,2021-22
1522100019,2021-08-10,2021-22
1522100020,2021-08-10,2021-22
1522100022,2021-08-10,2021-22
1522100021,2021-08-10,2021-22
1522100025,2021-08-11,2021-22
1522100026,2021-08-11,2021-22
1522100028,2021-08-11,2021-22
1522100027,2021-08-11,2021-22
1522100029,2021-08-11,2021-22
1522100024,2021-08-11,2021-22
1522100023,2021-08-11,2021-22
1522100036,2021-08-12,2021-22
1522100034,2021-08-12,2021-22
1522100031,2021-08-12,2021-22
1522100037,2021-08-12,2021-22
1522100035,2021-08-12,2021-22
1522100032,2021-08-12,2021-22
1522100033,2021-08-12,2021-22
1522100030,2021-08-12,2021-22
1522100040,2021-08-13,2021-22
1522100041,2021-08-13,2021-22
1522100044,2021-08-13,2021-22
1522100039,2021-08-13,2021-22
1522100038,2021-08-13,2021-22
1522100042,2021-08-13,2021-22
1522100043,2021-08-13,2021-22
1522100046,2021-08-14,2021-22
1522100047,2021-08-14,2021-22
1522100050,2021-08-14,2021-22
1522100045,2021-08-14,2021-22
1522100052,2021-08-14,2021-22
1522100048,2021-08-14,2021-22
1522100051,2021-08-14,2021-22
1522100049,2021-08-14,2021-22
1522100059,2021-08-15,2021-22
1522100060,2021-08-15,2021-22
1522100053,2021-08-15,2021-22
1522100058,2021-08-15,2021-22
1522100055,2021-08-15,2021-22
1522100054,2021-08-15,2021-22
1522100057,2021-08-15,2021-22
1522100056,2021-08-15,2021-22
1522100065,2021-08-16,2021-22
1522100064,2021-08-16,2021-22
1522100068,2021-08-16,2021-22
1522100062,2021-08-16,2021-22
1522100067,2021-08-16,2021-22
1522100066,2021-08-16,2021-22
1522100061,2021-08-16,2021-22
1522100063,2021-08-16,2021-22
1522100075,2021-08-17,2021-22
1522100074,2021-08-17,2021-22
1522100069,2021-08-17,2021-22
1522100073,2021-08-17,2021-22
1522100071,2021-08-17,2021-22
1522100072,2021-08-17,2021-22
1522100070,2021-08-17,2021-22
1522200001,2022-07-07,2022-23
1522200004,2022-07-08,2022-23
1522200003,2022-07-08,2022-23
1522200008,2022-07-08,2022-23
1522200007,2022-07-08,2022-23
1522200009,2022-07-08,2022-23
1522200006,2022-07-08,2022-23
1522200005,2022-07-08,2022-23
1522200002,2022-07-08,2022-23
1522200014,2022-07-09,2022-23
1522200012,2022-07-09,2022-23
1522200017,2022-07-09,2022-23
1522200015,2022-07-09,2022-23
1522200016,2022-07-09,2022-23
1522200011,2022-07-09,2022-23
1522200010,2022-07-09,2022-23
1522200013,2022-07-09,2022-23
1522200022,2022-07-10,2022-23
1522200020,2022-07-10,2022-23
1522200023,2022-07-10,2022-23
1522200025,2022-07-10,2022-23
1522200024,2022-07-10,2022-23
1522200019,2022-07-10,2022-23
1522200018,2022-07-10,2022-23
1522200021,2022-07-10,2022-23
1522200026,2022-07-11,2022-23
1522200028,2022-07-11,2022-23
1522200030,2022-07-11,2022-23
1522200027,2022-07-11,2022-23
1522200031,2022-07-11,2022-23
1522200029,2022-07-11,2022-23
1522200034,2022-07-12,2022-23
