gameId,GAME_DATE,teamTricode,players_w_gp,players,GP,GS,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FGM_per_game,FGA_per_game,FG3M_per_game,FG3A_per_game,FTM_per_game,FTA_per_game,OREB_per_game,DREB_per_game,REB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game
1520700007,2007-07-07,CLE,3,"Dwayne Jones, Shannon Brown, Daniel Gibson",786,116,15986,2166,5249,795,2102,847,1086,360,1233,1593,1164,507,191,714,1326,5974,2.7557251908396947,6.678117048346056,1.0114503816793894,2.6743002544529264,1.0776081424936388,1.381679389312977,0.4580152671755725,1.5687022900763359,2.0267175572519083,1.4809160305343512,0.6450381679389313,0.2430025445292621,0.9083969465648855,1.6870229007633588,7.600508905852418
1520700008,2007-07-07,SAC,3,"Francisco Garcia, Justin Williams, Spencer Hawes",1110,489,24806,3735,8346,848,2367,1120,1516,1197,3755,4952,1837,624,955,1375,2630,9438,3.364864864864865,7.518918918918919,0.7639639639639639,2.1324324324324326,1.009009009009009,1.3657657657657658,1.0783783783783785,3.3828828828828827,4.461261261261261,1.654954954954955,0.5621621621621622,0.8603603603603603,1.2387387387387387,2.369369369369369,8.502702702702702
1520700009,2007-07-08,DAL,4,"DeSagana Diop, Maurice Ager, J.J. Barea, Nick Fazekas",1120,144,19982,3106,7281,819,2341,1008,1355,640,2103,2743,3389,415,239,1424,1598,8039,2.773214285714286,6.5008928571428575,0.73125,2.0901785714285714,0.9,1.2098214285714286,0.5714285714285714,1.8776785714285715,2.4491071428571427,3.025892857142857,0.3705357142857143,0.21339285714285713,1.2714285714285714,1.4267857142857143,7.177678571428571
1520700009,2007-07-08,POR,4,"LaMarcus Aldridge, Martell Webster, Sergio Rodriguez, Josh McRoberts",2169,1426,58625,10921,22999,1235,3434,4827,6023,3481,8504,11985,4420,1378,1446,2812,4437,27904,5.035039188566159,10.603503918856616,0.5693868142000922,1.5832180728446288,2.2254495159059475,2.776855693868142,1.6048870447210697,3.920700783771323,5.525587828492393,2.0378054402950667,0.6353158137390502,0.6666666666666666,1.2964499769479023,2.045643153526971,12.86491470723836
1520700010,2007-07-08,LAL,2,"Jordan Farmar, Javaris Crittenton",545,48,10602,1565,3676,550,1474,483,679,223,892,1115,1517,406,57,759,784,4163,2.871559633027523,6.744954128440367,1.0091743119266054,2.704587155963303,0.8862385321100917,1.2458715596330274,0.4091743119266055,1.636697247706422,2.0458715596330275,2.78348623853211,0.744954128440367,0.10458715596330276,1.3926605504587155,1.4385321100917432,7.638532110091743
1520700010,2007-07-08,MIL,2,"Ramon Sessions, Awvee Storey",717,146,16378,2445,5628,208,665,2135,2710,370,1524,1894,2823,479,53,1183,983,7233,3.410041841004184,7.849372384937238,0.2900976290097629,0.9274755927475593,2.9776847977684797,3.7796373779637378,0.5160390516039052,2.1255230125523012,2.6415620641562065,3.937238493723849,0.6680613668061367,0.07391910739191074,1.6499302649930265,1.3709902370990237,10.087866108786612
1520700011,2007-07-08,CLE,3,"Dwayne Jones, Shannon Brown, Daniel Gibson",786,116,15986,2166,5249,795,2102,847,1086,360,1233,1593,1164,507,191,714,1326,5974,2.7557251908396947,6.678117048346056,1.0114503816793894,2.6743002544529264,1.0776081424936388,1.381679389312977,0.4580152671755725,1.5687022900763359,2.0267175572519083,1.4809160305343512,0.6450381679389313,0.2430025445292621,0.9083969465648855,1.6870229007633588,7.600508905852418
1520700012,2007-07-08,DEN,1,Von Wafer,183,14,2401,384,889,100,296,166,221,33,193,226,142,70,19,127,143,1034,2.098360655737705,4.85792349726776,0.546448087431694,1.6174863387978142,0.907103825136612,1.2076502732240437,0.18032786885245902,1.0546448087431695,1.2349726775956285,0.7759562841530054,0.3825136612021858,0.10382513661202186,0.6939890710382514,0.7814207650273224,5.6502732240437155
1520700012,2007-07-08,LAC,2,"Al Thornton, Paul Davis",347,169,8797,1434,3196,78,267,747,1000,445,902,1347,378,201,162,446,848,3693,4.132564841498559,9.210374639769453,0.22478386167146974,0.7694524495677233,2.152737752161383,2.881844380403458,1.282420749279539,2.599423631123919,3.881844380403458,1.0893371757925072,0.579250720461095,0.4668587896253602,1.2853025936599423,2.4438040345821324,10.642651296829971
1520700013,2007-07-09,BOS,5,"Gerald Green, Leon Powe, Glen Davis, Rajon Rondo, Gabe Pruitt",2176,935,51537,7704,17261,1331,3863,2955,4321,2100,6330,8430,8359,2103,524,3722,4486,19694,3.5404411764705883,7.932444852941177,0.6116727941176471,1.7752757352941178,1.3579963235294117,1.9857536764705883,0.9650735294117647,2.9090073529411766,3.874080882352941,3.841452205882353,0.9664522058823529,0.24080882352941177,1.7104779411764706,2.061580882352941,9.050551470588236
1520700014,2007-07-09,DET,4,"Jason Maxiell, Cheikh Samb, Rodney Stuckey, Arron Afflalo",1960,1019,49110,7140,16046,1128,3134,4084,5268,1714,4767,6481,3969,1109,672,2460,3915,19492,3.642857142857143,8.18673469387755,0.5755102040816327,1.5989795918367347,2.083673469387755,2.6877551020408164,0.8744897959183674,2.432142857142857,3.3066326530612247,2.025,0.5658163265306122,0.34285714285714286,1.2551020408163265,1.9974489795918366,9.944897959183674
1520700014,2007-07-09,MEM,5,"Mike Conley, Rudy Gay, Alexander Johnson, Kyle Lowry, Tarence Kinsey",3481,2771,106482,17477,39809,5276,14265,9657,11868,2837,11626,14463,15897,4276,1326,6968,7868,49887,5.020683711577133,11.436081585751221,1.5156564205688021,4.0979603562194775,2.7742028152829645,3.409365124964091,0.8149956908934214,3.3398448721631717,4.1548405630565926,4.566791151967825,1.228382648664177,0.38092502154553287,2.0017236426314278,2.2602700373455904,14.331226659006033
1520700015,2007-07-09,GSW,4,"Kelenna Azubuike, Patrick O'Bryant, Josh Powell, Marco Belinelli",1343,323,27493,4140,9577,1399,3688,1733,2124,722,2651,3373,1778,645,242,1251,2059,11412,3.08265078183172,7.131049888309755,1.0416976917349219,2.7460908413998513,1.2903946388682055,1.5815338793745346,0.537602382725242,1.973938942665674,2.511541325390916,1.3239017125837678,0.4802680565897245,0.18019359642591215,0.9314966492926284,1.5331347728965004,8.497393894266567
1520700015,2007-07-09,PHI,6,"Lou Williams, Rodney Carney, Jason Smith, Lou Amundson, Thaddeus Young, Bobby Jones",3516,1009,78690,13841,30044,2242,6520,6415,8423,4148,9001,13149,6580,3032,1435,4421,6414,36339,3.936575654152446,8.544937428896473,0.6376564277588168,1.8543799772468714,1.8245164960182025,2.3956200227531284,1.1797497155858931,2.560011376564278,3.7397610921501707,1.8714448236632537,0.8623435722411832,0.40813424345847554,1.2573947667804324,1.8242320819112627,10.335324232081911
1520700016,2007-07-09,NYK,4,"Renaldo Balkman, Wilson Chandler, Randolph Morris, Nate Robinson",1380,572,33659,5551,12667,1550,4493,1999,2620,1247,4024,5271,2888,1022,515,1734,3299,14651,4.022463768115942,9.178985507246377,1.1231884057971016,3.2557971014492755,1.4485507246376812,1.8985507246376812,0.9036231884057971,2.915942028985507,3.8195652173913044,2.092753623188406,0.7405797101449275,0.37318840579710144,1.2565217391304349,2.3905797101449275,10.616666666666667
1520700016,2007-07-09,SEA,3,"Mickael Gelabale, Johan Petro, Kevin Durant",1522,1218,46816,11280,22671,2225,5722,7482,8527,1123,8067,9190,5134,1329,1422,3829,2923,32267,7.411300919842312,14.895532194480946,1.461892247043364,3.759526938239159,4.915900131406045,5.602496714848883,0.7378449408672799,5.300262812089356,6.038107752956636,3.373193166885677,0.8731931668856767,0.9342969776609724,2.5157687253613665,1.9204993429697765,21.200394218134033
1520700017,2007-07-09,MIN,6,"Corey Brewer, Craig Smith, Randy Foye, Rashad McCants, Chris Richard, Ryan Bowen",2088,812,46248,6811,15804,1745,5166,3067,4104,1411,4131,5542,3692,1808,558,2537,4488,18434,3.2619731800766285,7.568965517241379,0.835727969348659,2.4741379310344827,1.4688697318007662,1.9655172413793103,0.6757662835249042,1.978448275862069,2.6542145593869733,1.7681992337164751,0.8659003831417624,0.2672413793103448,1.2150383141762453,2.1494252873563218,8.828544061302683
1520700017,2007-07-09,NOK,1,Julian Wright,231,40,3049,397,795,16,61,97,166,184,347,531,182,132,69,164,182,907,1.7186147186147187,3.4415584415584415,0.06926406926406926,0.26406926406926406,0.4199134199134199,0.7186147186147186,0.7965367965367965,1.5021645021645023,2.2987012987012987,0.7878787878787878,0.5714285714285714,0.2987012987012987,0.70995670995671,0.7878787878787878,3.9264069264069263
1520700018,2007-07-09,CLE,2,"Dwayne Jones, Shannon Brown",449,55,7658,1199,2834,269,807,468,603,246,647,893,458,287,113,385,609,3135,2.670378619153675,6.311804008908686,0.5991091314031181,1.7973273942093542,1.042316258351893,1.3429844097995545,0.5478841870824054,1.44097995545657,1.9888641425389755,1.0200445434298442,0.6391982182628062,0.2516703786191537,0.8574610244988864,1.356347438752784,6.982182628062361
1520700018,2007-07-09,PHX,3,"Alando Tucker, DJ Strawberry, Marcus Banks",167,4,1736,252,597,66,204,124,169,46,118,164,164,55,25,103,183,694,1.5089820359281436,3.5748502994011977,0.39520958083832336,1.221556886227545,0.7425149700598802,1.0119760479041917,0.2754491017964072,0.7065868263473054,0.9820359281437125,0.9820359281437125,0.32934131736526945,0.1497005988023952,0.6167664670658682,1.095808383233533,4.155688622754491
1520700019,2007-07-10,SAC,4,"Justin Williams, Francisco Garcia, Spencer Hawes, Quincy Douby",1211,489,25983,3909,8791,904,2535,1185,1587,1220,3847,5067,1915,659,972,1447,2737,9907,3.227910817506193,7.259289843104872,0.7464905037159373,2.093311312964492,0.9785301403798513,1.310487200660611,1.0074318744838977,3.176713459950454,4.184145334434352,1.5813377374071016,0.5441783649876135,0.8026424442609413,1.194880264244426,2.260115606936416,8.180842279108175
1520700019,2007-07-10,WAS,3,"Dominic McGuire, Oleksiy Pecherov, Nick Young",1173,290,22811,3442,8261,1087,2935,1600,1971,692,2170,2862,1129,569,341,1012,1936,9571,2.9343563512361466,7.042625745950554,0.9266837169650469,2.502131287297528,1.3640238704177323,1.680306905370844,0.5899403239556692,1.8499573742540494,2.4398976982097187,0.9624893435635123,0.48508098891730606,0.2907075873827792,0.8627450980392157,1.6504688832054561,8.159420289855072
1520700020,2007-07-10,DAL,5,"DeSagana Diop, J.J. Barea, Maurice Ager, Brandon Bass, Nick Fazekas",1828,423,35962,5621,12292,831,2398,2431,3060,1748,4332,6080,3991,705,708,2121,2939,14504,3.074945295404814,6.724288840262582,0.45459518599562365,1.311816192560175,1.3298687089715535,1.6739606126914661,0.9562363238512035,2.3698030634573306,3.326039387308534,2.1832603938730855,0.38566739606126915,0.387308533916849,1.1602844638949672,1.6077680525164113,7.934354485776805
1520700020,2007-07-10,DEN,1,Von Wafer,183,14,2401,384,889,100,296,166,221,33,193,226,142,70,19,127,143,1034,2.098360655737705,4.85792349726776,0.546448087431694,1.6174863387978142,0.907103825136612,1.2076502732240437,0.18032786885245902,1.0546448087431695,1.2349726775956285,0.7759562841530054,0.3825136612021858,0.10382513661202186,0.6939890710382514,0.7814207650273224,5.6502732240437155
1520700021,2007-07-10,LAL,2,"Jordan Farmar, Javaris Crittenton",545,48,10602,1565,3676,550,1474,483,679,223,892,1115,1517,406,57,759,784,4163,2.871559633027523,6.744954128440367,1.0091743119266054,2.704587155963303,0.8862385321100917,1.2458715596330274,0.4091743119266055,1.636697247706422,2.0458715596330275,2.78348623853211,0.744954128440367,0.10458715596330276,1.3926605504587155,1.4385321100917432,7.638532110091743
1520700021,2007-07-10,PHI,5,"Lou Williams, Rodney Carney, Jason Smith, Thaddeus Young, Bobby Jones",3099,967,73273,13199,28691,2242,6517,6151,7830,3517,8119,11636,6391,2881,1137,4127,5594,34791,4.259115843820587,9.258147789609552,0.723459180380768,2.1029364311068086,1.984833817360439,2.526621490803485,1.1348822200709907,2.6198773797999353,3.7547595998709262,2.0622781542433044,0.9296547273313972,0.36689254598257504,1.3317199096482737,1.8050984188447887,11.226524685382381
1520700022,2007-07-10,NYK,4,"Wilson Chandler, Renaldo Balkman, Randolph Morris, Nate Robinson",1380,572,33659,5551,12667,1550,4493,1999,2620,1247,4024,5271,2888,1022,515,1734,3299,14651,4.022463768115942,9.178985507246377,1.1231884057971016,3.2557971014492755,1.4485507246376812,1.8985507246376812,0.9036231884057971,2.915942028985507,3.8195652173913044,2.092753623188406,0.7405797101449275,0.37318840579710144,1.2565217391304349,2.3905797101449275,10.616666666666667
1520700023,2007-07-10,GSW,3,"Josh Powell, Patrick O'Bryant, Marco Belinelli",1176,248,23137,3436,8049,1223,3253,1430,1729,491,2147,2638,1576,537,149,1087,1700,9525,2.9217687074829932,6.844387755102041,1.0399659863945578,2.766156462585034,1.215986394557823,1.4702380952380953,0.4175170068027211,1.8256802721088434,2.243197278911565,1.3401360544217686,0.45663265306122447,0.12670068027210885,0.9243197278911565,1.445578231292517,8.099489795918368
1520700024,2007-07-10,HOU,3,"Carl Landry, Steve Novak, Aaron Brooks",1590,281,30429,5080,11043,1391,3546,2375,2939,1312,2865,4177,2406,661,328,1680,2775,13926,3.1949685534591197,6.945283018867925,0.8748427672955975,2.230188679245283,1.4937106918238994,1.8484276729559748,0.8251572327044026,1.8018867924528301,2.627044025157233,1.5132075471698114,0.4157232704402516,0.20628930817610064,1.0566037735849056,1.7452830188679245,8.758490566037736
1520700024,2007-07-10,LAC,3,"Al Thornton, Paul Davis, Chris Kaman",784,452,20228,3757,7931,79,285,1551,2069,1324,3383,4707,983,388,728,1397,1903,9144,4.792091836734694,10.116071428571429,0.10076530612244898,0.3635204081632653,1.9783163265306123,2.639030612244898,1.6887755102040816,4.315051020408164,6.003826530612245,1.253826530612245,0.49489795918367346,0.9285714285714286,1.781887755102041,2.427295918367347,11.66326530612245
1520700025,2007-07-11,MIN,6,"Corey Brewer, Craig Smith, Chris Richard, Rashad McCants, Randy Foye, Ryan Bowen",2088,812,46248,6811,15804,1745,5166,3067,4104,1411,4131,5542,3692,1808,558,2537,4488,18434,3.2619731800766285,7.568965517241379,0.835727969348659,2.4741379310344827,1.4688697318007662,1.9655172413793103,0.6757662835249042,1.978448275862069,2.6542145593869733,1.7681992337164751,0.8659003831417624,0.2672413793103448,1.2150383141762453,2.1494252873563218,8.828544061302683
1520700026,2007-07-11,DET,4,"Jason Maxiell, Cheikh Samb, Arron Afflalo, Rodney Stuckey",1960,1019,49110,7140,16046,1128,3134,4084,5268,1714,4767,6481,3969,1109,672,2460,3915,19492,3.642857142857143,8.18673469387755,0.5755102040816327,1.5989795918367347,2.083673469387755,2.6877551020408164,0.8744897959183674,2.432142857142857,3.3066326530612247,2.025,0.5658163265306122,0.34285714285714286,1.2551020408163265,1.9974489795918366,9.944897959183674
1520700026,2007-07-11,WAS,3,"Dominic McGuire, Oleksiy Pecherov, Nick Young",1173,290,22811,3442,8261,1087,2935,1600,1971,692,2170,2862,1129,569,341,1012,1936,9571,2.9343563512361466,7.042625745950554,0.9266837169650469,2.502131287297528,1.3640238704177323,1.680306905370844,0.5899403239556692,1.8499573742540494,2.4398976982097187,0.9624893435635123,0.48508098891730606,0.2907075873827792,0.8627450980392157,1.6504688832054561,8.159420289855072
1520700027,2007-07-11,PHI,6,"Lou Amundson, Thaddeus Young, Jason Smith, Rodney Carney, Lou Williams, Bobby Jones",3516,1009,78690,13841,30044,2242,6520,6415,8423,4148,9001,13149,6580,3032,1435,4421,6414,36339,3.936575654152446,8.544937428896473,0.6376564277588168,1.8543799772468714,1.8245164960182025,2.3956200227531284,1.1797497155858931,2.560011376564278,3.7397610921501707,1.8714448236632537,0.8623435722411832,0.40813424345847554,1.2573947667804324,1.8242320819112627,10.335324232081911
1520700027,2007-07-11,PHX,2,"Alando Tucker, DJ Strawberry",84,1,695,106,274,16,59,56,79,38,39,77,46,17,8,30,58,284,1.2619047619047619,3.261904761904762,0.19047619047619047,0.7023809523809523,0.6666666666666666,0.9404761904761905,0.4523809523809524,0.4642857142857143,0.9166666666666666,0.5476190476190477,0.20238095238095238,0.09523809523809523,0.35714285714285715,0.6904761904761905,3.380952380952381
1520700028,2007-07-11,BOS,5,"Leon Powe, Gerald Green, Glen Davis, Rajon Rondo, Gabe Pruitt",2176,935,51537,7704,17261,1331,3863,2955,4321,2100,6330,8430,8359,2103,524,3722,4486,19694,3.5404411764705883,7.932444852941177,0.6116727941176471,1.7752757352941178,1.3579963235294117,1.9857536764705883,0.9650735294117647,2.9090073529411766,3.874080882352941,3.841452205882353,0.9664522058823529,0.24080882352941177,1.7104779411764706,2.061580882352941,9.050551470588236
1520700029,2007-07-11,MIL,1,Awvee Storey,26,0,259,39,89,0,7,14,29,31,23,54,16,7,1,10,41,92,1.5,3.423076923076923,0,0.2692307692307692,0.5384615384615384,1.1153846153846154,1.1923076923076923,0.8846153846153846,2.076923076923077,0.6153846153846154,0.2692307692307692,0.038461538461538464,0.38461538461538464,1.5769230769230769,3.5384615384615383
1520700029,2007-07-11,SEA,1,Johan Petro,324,85,4470,597,1376,2,13,151,214,335,870,1205,167,129,136,232,708,1347,1.8425925925925926,4.246913580246914,0.006172839506172839,0.040123456790123455,0.4660493827160494,0.6604938271604939,1.0339506172839505,2.685185185185185,3.7191358024691357,0.5154320987654321,0.39814814814814814,0.41975308641975306,0.7160493827160493,2.185185185185185,4.157407407407407
1520700030,2007-07-11,LAL,2,"Javaris Crittenton, Jordan Farmar",545,48,10602,1565,3676,550,1474,483,679,223,892,1115,1517,406,57,759,784,4163,2.871559633027523,6.744954128440367,1.0091743119266054,2.704587155963303,0.8862385321100917,1.2458715596330274,0.4091743119266055,1.636697247706422,2.0458715596330275,2.78348623853211,0.744954128440367,0.10458715596330276,1.3926605504587155,1.4385321100917432,7.638532110091743
1520700030,2007-07-11,POR,3,"Sergio Rodriguez, Martell Webster, Josh McRoberts",1156,451,23774,2851,6606,1008,2726,1201,1575,849,2712,3561,2368,642,332,1212,2025,7911,2.466262975778547,5.7145328719723185,0.8719723183391004,2.358131487889273,1.0389273356401385,1.3624567474048443,0.7344290657439446,2.3460207612456747,3.0804498269896192,2.0484429065743943,0.5553633217993079,0.28719723183391005,1.0484429065743945,1.7517301038062283,6.843425605536332
1520700031,2007-07-12,DEN,1,Von Wafer,183,14,2401,384,889,100,296,166,221,33,193,226,142,70,19,127,143,1034,2.098360655737705,4.85792349726776,0.546448087431694,1.6174863387978142,0.907103825136612,1.2076502732240437,0.18032786885245902,1.0546448087431695,1.2349726775956285,0.7759562841530054,0.3825136612021858,0.10382513661202186,0.6939890710382514,0.7814207650273224,5.6502732240437155
1520700031,2007-07-12,DET,3,"Cheikh Samb, Rodney Stuckey, Arron Afflalo",1435,839,38833,5896,13539,1128,3129,3485,4233,766,3353,4119,3720,913,247,2037,2842,16405,4.108710801393729,9.434843205574913,0.7860627177700349,2.180487804878049,2.4285714285714284,2.9498257839721256,0.5337979094076655,2.3365853658536584,2.870383275261324,2.592334494773519,0.6362369337979094,0.17212543554006968,1.4195121951219511,1.9804878048780488,11.432055749128919
1520700032,2007-07-12,DAL,5,"DeSagana Diop, J.J. Barea, Maurice Ager, Brandon Bass, Nick Fazekas",1828,423,35962,5621,12292,831,2398,2431,3060,1748,4332,6080,3991,705,708,2121,2939,14504,3.074945295404814,6.724288840262582,0.45459518599562365,1.311816192560175,1.3298687089715535,1.6739606126914661,0.9562363238512035,2.3698030634573306,3.326039387308534,2.1832603938730855,0.38566739606126915,0.387308533916849,1.1602844638949672,1.6077680525164113,7.934354485776805
1520700032,2007-07-12,HOU,3,"Carl Landry, Steve Novak, Aaron Brooks",1590,281,30429,5080,11043,1391,3546,2375,2939,1312,2865,4177,2406,661,328,1680,2775,13926,3.1949685534591197,6.945283018867925,0.8748427672955975,2.230188679245283,1.4937106918238994,1.8484276729559748,0.8251572327044026,1.8018867924528301,2.627044025157233,1.5132075471698114,0.4157232704402516,0.20628930817610064,1.0566037735849056,1.7452830188679245,8.758490566037736
1520700033,2007-07-12,CLE,2,"Dwayne Jones, Shannon Brown",449,55,7658,1199,2834,269,807,468,603,246,647,893,458,287,113,385,609,3135,2.670378619153675,6.311804008908686,0.5991091314031181,1.7973273942093542,1.042316258351893,1.3429844097995545,0.5478841870824054,1.44097995545657,1.9888641425389755,1.0200445434298442,0.6391982182628062,0.2516703786191537,0.8574610244988864,1.356347438752784,6.982182628062361
1520700033,2007-07-12,MEM,5,"Rudy Gay, Tarence Kinsey, Kyle Lowry, Mike Conley, Alexander Johnson",3481,2771,106482,17477,39809,5276,14265,9657,11868,2837,11626,14463,15897,4276,1326,6968,7868,49887,5.020683711577133,11.436081585751221,1.5156564205688021,4.0979603562194775,2.7742028152829645,3.409365124964091,0.8149956908934214,3.3398448721631717,4.1548405630565926,4.566791151967825,1.228382648664177,0.38092502154553287,2.0017236426314278,2.2602700373455904,14.331226659006033
1520700034,2007-07-12,NYK,4,"Renaldo Balkman, Wilson Chandler, Randolph Morris, Nate Robinson",1380,572,33659,5551,12667,1550,4493,1999,2620,1247,4024,5271,2888,1022,515,1734,3299,14651,4.022463768115942,9.178985507246377,1.1231884057971016,3.2557971014492755,1.4485507246376812,1.8985507246376812,0.9036231884057971,2.915942028985507,3.8195652173913044,2.092753623188406,0.7405797101449275,0.37318840579710144,1.2565217391304349,2.3905797101449275,10.616666666666667
1520700034,2007-07-12,SAC,2,"Justin Williams, Spencer Hawes",707,368,15664,2464,5392,359,1026,679,963,1011,2931,3942,1271,269,657,975,1726,5966,3.485148514851485,7.626591230551627,0.5077793493635078,1.4512022630834511,0.9603960396039604,1.3620933521923622,1.42998585572843,4.145685997171146,5.575671852899576,1.7977369165487977,0.38048090523338046,0.9292786421499293,1.379066478076379,2.4413012729844414,8.438472418670438
1520700035,2007-07-12,MIL,2,"Awvee Storey, Ramon Sessions",717,146,16378,2445,5628,208,665,2135,2710,370,1524,1894,2823,479,53,1183,983,7233,3.410041841004184,7.849372384937238,0.2900976290097629,0.9274755927475593,2.9776847977684797,3.7796373779637378,0.5160390516039052,2.1255230125523012,2.6415620641562065,3.937238493723849,0.6680613668061367,0.07391910739191074,1.6499302649930265,1.3709902370990237,10.087866108786612
1520700035,2007-07-12,NOK,2,"Julian Wright, Hilton Armstrong",467,75,5794,676,1363,18,68,241,415,418,730,1148,274,210,185,359,647,1611,1.4475374732334048,2.918629550321199,0.03854389721627409,0.145610278372591,0.5160599571734475,0.8886509635974305,0.8950749464668094,1.563169164882227,2.4582441113490363,0.5867237687366167,0.44967880085653106,0.3961456102783726,0.7687366167023555,1.385438972162741,3.449678800856531
